,Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
534,LP002731,Female,No,0,Not Graduate,Yes,181650,0.0,1250000.0,360.0,1.0,Urban,Y
535,LP002732,Male,No,0,Not Graduate,,25500,20420.0,1260000.0,360.0,1.0,Rural,Y
536,LP002734,Male,Yes,0,Graduate,No,61330,39060.0,3240000.0,360.0,1.0,Urban,Y
537,LP002738,Male,No,2,Graduate,No,36170,0.0,1070000.0,360.0,1.0,Semiurban,Y
538,LP002739,Male,Yes,0,Not Graduate,No,29170,5360.0,660000.0,360.0,1.0,Rural,N
539,LP002740,Male,Yes,3+,Graduate,No,64170,0.0,1570000.0,180.0,1.0,Rural,Y
540,LP002741,Female,Yes,1,Graduate,No,46080,28450.0,1400000.0,180.0,1.0,Semiurban,Y
541,LP002743,Female,No,0,Graduate,No,21380,0.0,990000.0,360.0,0.0,Semiurban,N
542,LP002753,Female,No,1,Graduate,,36520,0.0,950000.0,360.0,1.0,Semiurban,Y
543,LP002755,Male,Yes,1,Not Graduate,No,22390,25240.0,1280000.0,360.0,1.0,Urban,Y
544,LP002757,Female,Yes,0,Not Graduate,No,30170,6630.0,1020000.0,360.0,,Semiurban,Y
545,LP002767,Male,Yes,0,Graduate,No,27680,19500.0,1550000.0,360.0,1.0,Rural,Y
546,LP002768,Male,No,0,Not Graduate,No,33580,0.0,800000.0,36.0,1.0,Semiurban,N
547,LP002772,Male,No,0,Graduate,No,25260,17830.0,1450000.0,360.0,1.0,Rural,Y
548,LP002776,Female,No,0,Graduate,No,50000,0.0,1030000.0,360.0,0.0,Semiurban,N
549,LP002777,Male,Yes,0,Graduate,No,27850,20160.0,1100000.0,360.0,1.0,Rural,Y
550,LP002778,Male,Yes,2,Graduate,Yes,66330,0.0,,360.0,0.0,Rural,N
551,LP002784,Male,Yes,1,Not Graduate,No,24920,23750.0,,360.0,1.0,Rural,Y
552,LP002785,Male,Yes,1,Graduate,No,33330,32500.0,1580000.0,360.0,1.0,Urban,Y
553,LP002788,Male,Yes,0,Not Graduate,No,24540,23330.0,1810000.0,360.0,0.0,Urban,N
554,LP002789,Male,Yes,0,Graduate,No,35930,42660.0,1320000.0,180.0,0.0,Rural,N
555,LP002792,Male,Yes,1,Graduate,No,54680,10320.0,260000.0,360.0,1.0,Semiurban,Y
556,LP002794,Female,No,0,Graduate,No,26670,16250.0,840000.0,360.0,,Urban,Y
557,LP002795,Male,Yes,3+,Graduate,Yes,101390,0.0,2600000.0,360.0,1.0,Semiurban,Y
558,LP002798,Male,Yes,0,Graduate,No,38870,26690.0,1620000.0,360.0,1.0,Semiurban,Y
559,LP002804,Female,Yes,0,Graduate,No,41800,23060.0,1820000.0,360.0,1.0,Semiurban,Y
560,LP002807,Male,Yes,2,Not Graduate,No,36750,2420.0,1080000.0,360.0,1.0,Semiurban,Y
561,LP002813,Female,Yes,1,Graduate,Yes,194840,0.0,6000000.0,360.0,1.0,Semiurban,Y
562,LP002820,Male,Yes,0,Graduate,No,59230,20540.0,2110000.0,360.0,1.0,Rural,Y
563,LP002821,Male,No,0,Not Graduate,Yes,58000,0.0,1320000.0,360.0,1.0,Semiurban,Y
564,LP002832,Male,Yes,2,Graduate,No,87990,0.0,2580000.0,360.0,0.0,Urban,N
565,LP002833,Male,Yes,0,Not Graduate,No,44670,0.0,1200000.0,360.0,,Rural,Y
566,LP002836,Male,No,0,Graduate,No,33330,0.0,700000.0,360.0,1.0,Urban,Y
567,LP002837,Male,Yes,3+,Graduate,No,34000,25000.0,1230000.0,360.0,0.0,Rural,N
568,LP002840,Female,No,0,Graduate,No,23780,0.0,90000.0,360.0,1.0,Urban,N
569,LP002841,Male,Yes,0,Graduate,No,31660,20640.0,1040000.0,360.0,0.0,Urban,N
570,LP002842,Male,Yes,1,Graduate,No,34170,17500.0,1860000.0,360.0,1.0,Urban,Y
571,LP002847,Male,Yes,,Graduate,No,51160,14510.0,1650000.0,360.0,0.0,Urban,N
572,LP002855,Male,Yes,2,Graduate,No,166660,0.0,2750000.0,360.0,1.0,Urban,Y
573,LP002862,Male,Yes,2,Not Graduate,No,61250,16250.0,1870000.0,480.0,1.0,Semiurban,N
574,LP002863,Male,Yes,3+,Graduate,No,64060,0.0,1500000.0,360.0,1.0,Semiurban,N
575,LP002868,Male,Yes,2,Graduate,No,31590,4610.0,1080000.0,84.0,1.0,Urban,Y
576,LP002872,,Yes,0,Graduate,No,30870,22100.0,1360000.0,360.0,0.0,Semiurban,N
577,LP002874,Male,No,0,Graduate,No,32290,27390.0,1100000.0,360.0,1.0,Urban,Y
578,LP002877,Male,Yes,1,Graduate,No,17820,22320.0,1070000.0,360.0,1.0,Rural,Y
579,LP002888,Male,No,0,Graduate,,31820,29170.0,1610000.0,360.0,1.0,Urban,Y
580,LP002892,Male,Yes,2,Graduate,No,65400,0.0,2050000.0,360.0,1.0,Semiurban,Y
581,LP002893,Male,No,0,Graduate,No,18360,338370.0,900000.0,360.0,1.0,Urban,N
582,LP002894,Female,Yes,0,Graduate,No,31660,0.0,360000.0,360.0,1.0,Semiurban,Y
583,LP002898,Male,Yes,1,Graduate,No,18800,0.0,610000.0,360.0,,Rural,N
584,LP002911,Male,Yes,1,Graduate,No,27870,19170.0,1460000.0,360.0,0.0,Rural,N
585,LP002912,Male,Yes,1,Graduate,No,42830,30000.0,1720000.0,84.0,1.0,Rural,N
586,LP002916,Male,Yes,0,Graduate,No,22970,15220.0,1040000.0,360.0,1.0,Urban,Y
587,LP002917,Female,No,0,Not Graduate,No,21650,0.0,700000.0,360.0,1.0,Semiurban,Y
588,LP002925,,No,0,Graduate,No,47500,0.0,940000.0,360.0,1.0,Semiurban,Y
589,LP002926,Male,Yes,2,Graduate,Yes,27260,0.0,1060000.0,360.0,0.0,Semiurban,N
590,LP002928,Male,Yes,0,Graduate,No,30000,34160.0,560000.0,180.0,1.0,Semiurban,Y
591,LP002931,Male,Yes,2,Graduate,Yes,60000,0.0,2050000.0,240.0,1.0,Semiurban,N
592,LP002933,,No,3+,Graduate,Yes,93570,0.0,2920000.0,360.0,1.0,Semiurban,Y
593,LP002936,Male,Yes,0,Graduate,No,38590,33000.0,1420000.0,180.0,1.0,Rural,Y
594,LP002938,Male,Yes,0,Graduate,Yes,161200,0.0,2600000.0,360.0,1.0,Urban,Y
595,LP002940,Male,No,0,Not Graduate,No,38330,0.0,1100000.0,360.0,1.0,Rural,Y
596,LP002941,Male,Yes,2,Not Graduate,Yes,63830,10000.0,1870000.0,360.0,1.0,Rural,N
597,LP002943,Male,No,,Graduate,No,29870,0.0,880000.0,360.0,0.0,Semiurban,N
598,LP002945,Male,Yes,0,Graduate,Yes,99630,0.0,1800000.0,360.0,1.0,Rural,Y
599,LP002948,Male,Yes,2,Graduate,No,57800,0.0,1920000.0,360.0,1.0,Urban,Y
600,LP002949,Female,No,3+,Graduate,,4160,416670.0,3500000.0,180.0,,Urban,N
601,LP002950,Male,Yes,0,Not Graduate,,28940,27920.0,1550000.0,360.0,1.0,Rural,Y
602,LP002953,Male,Yes,3+,Graduate,No,57030,0.0,1280000.0,360.0,1.0,Urban,Y
603,LP002958,Male,No,0,Graduate,No,36760,43010.0,1720000.0,360.0,1.0,Rural,Y
604,LP002959,Female,Yes,1,Graduate,No,120000,0.0,4960000.0,360.0,1.0,Semiurban,Y
605,LP002960,Male,Yes,0,Not Graduate,No,24000,38000.0,,180.0,1.0,Urban,N
606,LP002961,Male,Yes,1,Graduate,No,34000,25000.0,1730000.0,360.0,1.0,Semiurban,Y
607,LP002964,Male,Yes,2,Not Graduate,No,39870,14110.0,1570000.0,360.0,1.0,Rural,Y
608,LP002974,Male,Yes,0,Graduate,No,32320,19500.0,1080000.0,360.0,1.0,Rural,Y
609,LP002978,Female,No,0,Graduate,No,29000,0.0,710000.0,360.0,1.0,Rural,Y
610,LP002979,Male,Yes,3+,Graduate,No,41060,0.0,400000.0,180.0,1.0,Rural,Y
611,LP002983,Male,Yes,1,Graduate,No,80720,2400.0,2530000.0,360.0,1.0,Urban,Y
612,LP002984,Male,Yes,2,Graduate,No,75830,0.0,1870000.0,360.0,1.0,Urban,Y
613,LP002990,Female,No,0,Graduate,Yes,45830,0.0,1330000.0,360.0,0.0,Semiurban,N
